,course,question,pct_agree,n,time
53,Chemistry 14C,find_help,84.44444444444444,90,w3
54,Chemistry 14C,manage_time,67.77777777777779,90,w3
55,Chemistry 14C,own_words,65.55555555555556,90,w3
56,Chemistry 14C,study_habits,71.11111111111111,90,w3
57,Chemistry 14C,succeed,70.0,90,w3
58,Chemistry 14C,understand_study_strats,80.0,90,w3
59,Chemistry 14C,workload,62.22222222222222,90,w3
60,Chemistry 14D,apply_math,79.03225806451613,248,w3
61,Chemistry 14D,asking_questions,60.08064516129033,248,w3
62,Chemistry 14D,at_least_b,87.90322580645162,248,w3
63,Chemistry 14D,at_least_c,90.7258064516129,248,w3
64,Chemistry 14D,attention_check,3.6290322580645165,248,w3
65,Chemistry 14D,find_help,89.51612903225806,248,w3
66,Chemistry 14D,manage_time,68.54838709677419,248,w3
67,Chemistry 14D,own_words,75.0,248,w3
68,Chemistry 14D,study_habits,73.38709677419355,248,w3
69,Chemistry 14D,succeed,71.37096774193549,248,w3
70,Chemistry 14D,understand_study_strats,88.70967741935483,248,w3
71,Chemistry 14D,workload,68.95161290322581,248,w3
72,Chemistry 20A,apply_math,93.22709163346613,251,w3
73,Chemistry 20A,asking_questions,67.72908366533864,251,w3
74,Chemistry 20A,at_least_b,94.82071713147411,251,w3
75,Chemistry 20A,at_least_c,90.43824701195219,251,w3
76,Chemistry 20A,attention_check,5.9760956175298805,251,w3
77,Chemistry 20A,find_help,87.64940239043824,251,w3
78,Chemistry 20A,manage_time,81.27490039840637,251,w3
79,Chemistry 20A,own_words,80.87649402390437,251,w3
80,Chemistry 20A,study_habits,76.09561752988047,251,w3
81,Chemistry 20A,succeed,89.2430278884462,251,w3
82,Chemistry 20A,understand_study_strats,79.2828685258964,251,w3
83,Chemistry 20A,workload,87.25099601593625,251,w3
84,Chemistry 30A,apply_math,65.3061224489796,49,w3
85,Chemistry 30A,asking_questions,48.97959183673469,49,w3
86,Chemistry 30A,at_least_b,81.63265306122449,49,w3
87,Chemistry 30A,at_least_c,81.63265306122449,49,w3
88,Chemistry 30A,attention_check,4.081632653061225,49,w3
89,Chemistry 30A,find_help,83.6734693877551,49,w3
90,Chemistry 30A,manage_time,51.02040816326531,49,w3
91,Chemistry 30A,own_words,65.3061224489796,49,w3
92,Chemistry 30A,study_habits,59.183673469387756,49,w3
93,Chemistry 30A,succeed,51.02040816326531,49,w3
94,Chemistry 30A,understand_study_strats,63.26530612244898,49,w3
95,Chemistry 30A,workload,55.10204081632652,49,w3
96,Chemistry 30AL,apply_math,87.5,56,w3
97,Chemistry 30AL,asking_questions,69.64285714285714,56,w3
98,Chemistry 30AL,at_least_b,91.07142857142857,56,w3
99,Chemistry 30AL,at_least_c,87.5,56,w3
100,Chemistry 30AL,attention_check,3.571428571428571,56,w3
101,Chemistry 30AL,find_help,83.92857142857143,56,w3
102,Chemistry 30AL,manage_time,82.14285714285714,56,w3
103,Chemistry 30AL,own_words,83.92857142857143,56,w3
104,Chemistry 30AL,study_habits,76.78571428571429,56,w3
105,Chemistry 30AL,succeed,87.5,56,w3
106,Chemistry 30AL,understand_study_strats,89.28571428571429,56,w3
107,Chemistry 30AL,workload,80.35714285714286,56,w3
108,Chemistry 30B,apply_math,83.56807511737088,213,w3
109,Chemistry 30B,asking_questions,61.03286384976526,213,w3
110,Chemistry 30B,at_least_b,84.97652582159625,213,w3
111,Chemistry 30B,at_least_c,84.50704225352112,213,w3
112,Chemistry 30B,attention_check,6.103286384976526,213,w3
113,Chemistry 30B,find_help,87.32394366197182,213,w3
114,Chemistry 30B,manage_time,69.01408450704226,213,w3
115,Chemistry 30B,own_words,79.81220657276995,213,w3
116,Chemistry 30B,study_habits,72.76995305164318,213,w3
117,Chemistry 30B,succeed,73.23943661971832,213,w3
118,Chemistry 30B,understand_study_strats,84.50704225352112,213,w3
119,Chemistry 30B,workload,71.83098591549296,213,w3
120,Chemistry 30CL,apply_math,80.0,20,w3
121,Chemistry 30CL,asking_questions,70.0,20,w3
122,Chemistry 30CL,at_least_b,100.0,20,w3
123,Chemistry 30CL,at_least_c,95.0,20,w3
124,Chemistry 30CL,attention_check,0.0,20,w3
125,Chemistry 30CL,find_help,95.0,20,w3
126,Chemistry 30CL,manage_time,60.0,20,w3
127,Chemistry 30CL,own_words,90.0,20,w3
128,Chemistry 30CL,study_habits,75.0,20,w3
129,Chemistry 30CL,succeed,90.0,20,w3
130,Chemistry 30CL,understand_study_strats,90.0,20,w3
131,Chemistry 30CL,workload,85.0,20,w3
132,Chemistry 14A,challenges_are_growth,90.94202898550725,276,w3
133,Chemistry 14A,confident,95.65217391304348,276,w3
134,Chemistry 14A,develop_intelligence,97.46376811594203,276,w3
135,Chemistry 14A,improve_skills,97.82608695652173,276,w3
136,Chemistry 14A,mistakes_are_learning,96.01449275362319,276,w3
137,Chemistry 14A,motivate,83.33333333333334,276,w3
138,Chemistry 14A,reflect,83.69565217391305,276,w3
139,Chemistry 14A,seek_help,83.33333333333334,276,w3
140,Chemistry 14A,unfamiliar,76.08695652173914,276,w3
141,Chemistry 14A,when_struggle_find_way,89.4927536231884,276,w3
142,Chemistry 14AE,challenges_are_growth,83.33333333333334,6,w3
143,Chemistry 14AE,confident,100.0,6,w3
144,Chemistry 14AE,develop_intelligence,100.0,6,w3
145,Chemistry 14AE,improve_skills,83.33333333333334,6,w3
146,Chemistry 14AE,mistakes_are_learning,100.0,6,w3
147,Chemistry 14AE,motivate,66.66666666666666,6,w3
148,Chemistry 14AE,reflect,100.0,6,w3
149,Chemistry 14AE,seek_help,100.0,6,w3
150,Chemistry 14AE,unfamiliar,83.33333333333334,6,w3
151,Chemistry 14AE,when_struggle_find_way,83.33333333333334,6,w3
152,Chemistry 14B,challenges_are_growth,78.84615384615384,52,w3
153,Chemistry 14B,confident,80.76923076923077,52,w3
154,Chemistry 14B,develop_intelligence,90.38461538461539,52,w3
155,Chemistry 14B,improve_skills,90.38461538461539,52,w3
156,Chemistry 14B,mistakes_are_learning,94.23076923076923,52,w3
157,Chemistry 14B,motivate,67.3076923076923,52,w3
158,Chemistry 14B,reflect,75.0,52,w3
159,Chemistry 14B,seek_help,67.3076923076923,52,w3
160,Chemistry 14B,unfamiliar,51.92307692307693,52,w3
161,Chemistry 14B,when_struggle_find_way,75.0,52,w3
162,Chemistry 14BL,challenges_are_growth,81.25,48,w3
163,Chemistry 14BL,confident,79.16666666666666,48,w3
164,Chemistry 14BL,develop_intelligence,89.58333333333334,48,w3
165,Chemistry 14BL,improve_skills,91.66666666666666,48,w3
166,Chemistry 14BL,mistakes_are_learning,93.75,48,w3
167,Chemistry 14BL,motivate,79.16666666666666,48,w3
168,Chemistry 14BL,reflect,87.5,48,w3
169,Chemistry 14BL,seek_help,75.0,48,w3
170,Chemistry 14BL,unfamiliar,60.416666666666664,48,w3
171,Chemistry 14BL,when_struggle_find_way,79.16666666666666,48,w3
172,Chemistry 14C,challenges_are_growth,86.11111111111111,72,w3
173,Chemistry 14C,confident,81.94444444444444,72,w3
174,Chemistry 14C,develop_intelligence,94.44444444444444,72,w3
175,Chemistry 14C,improve_skills,95.83333333333334,72,w3
176,Chemistry 14C,mistakes_are_learning,90.27777777777779,72,w3
177,Chemistry 14C,motivate,83.33333333333334,72,w3
178,Chemistry 14C,reflect,83.33333333333334,72,w3
179,Chemistry 14C,seek_help,83.33333333333334,72,w3
180,Chemistry 14C,unfamiliar,59.72222222222222,72,w3
181,Chemistry 14C,when_struggle_find_way,88.88888888888889,72,w3
182,Chemistry 14D,challenges_are_growth,86.88524590163934,244,w3
183,Chemistry 14D,confident,88.11475409836066,244,w3
184,Chemistry 14D,develop_intelligence,95.49180327868852,244,w3
185,Chemistry 14D,improve_skills,96.31147540983606,244,w3
186,Chemistry 14D,mistakes_are_learning,95.08196721311475,244,w3
187,Chemistry 14D,motivate,83.19672131147541,244,w3
188,Chemistry 14D,reflect,84.8360655737705,244,w3
189,Chemistry 14D,seek_help,82.78688524590164,244,w3
190,Chemistry 14D,unfamiliar,65.98360655737704,244,w3
191,Chemistry 14D,when_struggle_find_way,85.65573770491804,244,w3
192,Chemistry 20A,challenges_are_growth,89.22413793103449,232,w3
193,Chemistry 20A,confident,94.39655172413794,232,w3
194,Chemistry 20A,develop_intelligence,97.41379310344827,232,w3
195,Chemistry 20A,improve_skills,99.13793103448276,232,w3
196,Chemistry 20A,mistakes_are_learning,94.82758620689656,232,w3
197,Chemistry 20A,motivate,88.36206896551724,232,w3
198,Chemistry 20A,reflect,80.17241379310344,232,w3
199,Chemistry 20A,seek_help,84.05172413793103,232,w3
200,Chemistry 20A,unfamiliar,77.58620689655173,232,w3
201,Chemistry 20A,when_struggle_find_way,92.24137931034483,232,w3
202,Chemistry 30A,challenges_are_growth,80.76923076923077,52,w3
203,Chemistry 30A,confident,88.46153846153845,52,w3
204,Chemistry 30A,develop_intelligence,94.23076923076923,52,w3
205,Chemistry 30A,improve_skills,92.3076923076923,52,w3
206,Chemistry 30A,mistakes_are_learning,84.61538461538461,52,w3
207,Chemistry 30A,motivate,73.07692307692307,52,w3
208,Chemistry 30A,reflect,78.84615384615384,52,w3
209,Chemistry 30A,seek_help,71.15384615384616,52,w3
210,Chemistry 30A,unfamiliar,61.53846153846154,52,w3
211,Chemistry 30A,when_struggle_find_way,73.07692307692307,52,w3
212,Chemistry 30AL,challenges_are_growth,87.5,56,w3
213,Chemistry 30AL,confident,80.35714285714286,56,w3
214,Chemistry 30AL,develop_intelligence,98.21428571428571,56,w3
215,Chemistry 30AL,improve_skills,94.64285714285714,56,w3
216,Chemistry 30AL,mistakes_are_learning,91.07142857142857,56,w3
217,Chemistry 30AL,motivate,80.35714285714286,56,w3
218,Chemistry 30AL,reflect,80.35714285714286,56,w3
219,Chemistry 30AL,seek_help,76.78571428571429,56,w3
220,Chemistry 30AL,unfamiliar,69.64285714285714,56,w3
221,Chemistry 30AL,when_struggle_find_way,89.28571428571429,56,w3
222,Chemistry 30B,challenges_are_growth,87.44186046511628,215,w3
223,Chemistry 30B,confident,87.44186046511628,215,w3
224,Chemistry 30B,develop_intelligence,97.20930232558139,215,w3
225,Chemistry 30B,improve_skills,97.20930232558139,215,w3
226,Chemistry 30B,mistakes_are_learning,96.27906976744185,215,w3
227,Chemistry 30B,motivate,78.6046511627907,215,w3
228,Chemistry 30B,reflect,83.72093023255815,215,w3
229,Chemistry 30B,seek_help,80.93023255813954,215,w3
230,Chemistry 30B,unfamiliar,66.04651162790698,215,w3
231,Chemistry 30B,when_struggle_find_way,81.86046511627907,215,w3
232,Chemistry 30CL,challenges_are_growth,86.66666666666667,15,w3
233,Chemistry 30CL,confident,80.0,15,w3
234,Chemistry 30CL,develop_intelligence,86.66666666666667,15,w3
235,Chemistry 30CL,improve_skills,93.33333333333333,15,w3
236,Chemistry 30CL,mistakes_are_learning,93.33333333333333,15,w3
237,Chemistry 30CL,motivate,73.33333333333333,15,w3
238,Chemistry 30CL,reflect,80.0,15,w3
239,Chemistry 30CL,seek_help,80.0,15,w3
240,Chemistry 30CL,unfamiliar,60.0,15,w3
241,Chemistry 30CL,when_struggle_find_way,86.66666666666667,15,w3
242,Chemistry 14A,apply_math,89.453125,256,w10
243,Chemistry 14A,asking_questions,66.015625,256,w10
244,Chemistry 14A,at_least_c,95.3125,256,w10
245,Chemistry 14A,find_help,92.1875,256,w10
246,Chemistry 14A,manage_time,84.375,256,w10
247,Chemistry 14A,own_words,91.015625,256,w10
248,Chemistry 14A,study_habits,82.8125,256,w10
249,Chemistry 14A,understand_study_strats,93.359375,256,w10
250,Chemistry 14A,workload,80.078125,256,w10
251,Chemistry 14AE,apply_math,76.74418604651163,43,w10
252,Chemistry 14AE,asking_questions,67.44186046511628,43,w10
253,Chemistry 14AE,at_least_c,93.02325581395348,43,w10
254,Chemistry 14AE,find_help,76.74418604651163,43,w10
255,Chemistry 14AE,manage_time,51.162790697674424,43,w10
256,Chemistry 14AE,own_words,79.06976744186046,43,w10
257,Chemistry 14AE,study_habits,65.11627906976744,43,w10
258,Chemistry 14AE,understand_study_strats,79.06976744186046,43,w10
259,Chemistry 14AE,workload,58.139534883720934,43,w10
260,Chemistry 14B,apply_math,68.51851851851852,54,w10
261,Chemistry 14B,asking_questions,46.2962962962963,54,w10
262,Chemistry 14B,at_least_c,88.88888888888889,54,w10
263,Chemistry 14B,find_help,83.33333333333334,54,w10
264,Chemistry 14B,manage_time,62.96296296296296,54,w10
265,Chemistry 14B,own_words,61.111111111111114,54,w10
266,Chemistry 14B,study_habits,61.111111111111114,54,w10
267,Chemistry 14B,understand_study_strats,87.03703703703704,54,w10
268,Chemistry 14B,workload,62.96296296296296,54,w10
269,Chemistry 14BL,apply_math,71.84466019417476,309,w10
270,Chemistry 14BL,asking_questions,60.84142394822006,309,w10
271,Chemistry 14BL,at_least_c,90.61488673139159,309,w10
272,Chemistry 14BL,find_help,78.96440129449837,309,w10
273,Chemistry 14BL,manage_time,68.28478964401295,309,w10
274,Chemistry 14BL,own_words,73.46278317152104,309,w10
275,Chemistry 14BL,study_habits,69.25566343042071,309,w10
276,Chemistry 14BL,understand_study_strats,80.90614886731392,309,w10
277,Chemistry 14BL,workload,66.99029126213593,309,w10
278,Chemistry 14C,apply_math,66.66666666666666,3,w10
279,Chemistry 14C,asking_questions,100.0,3,w10
280,Chemistry 14C,at_least_c,100.0,3,w10
281,Chemistry 14C,find_help,100.0,3,w10
282,Chemistry 14C,manage_time,100.0,3,w10
283,Chemistry 14C,own_words,100.0,3,w10
284,Chemistry 14C,study_habits,100.0,3,w10
285,Chemistry 14C,understand_study_strats,100.0,3,w10
286,Chemistry 14C,workload,100.0,3,w10
287,Chemistry 14CL,apply_math,100.0,1,w10
288,Chemistry 14CL,asking_questions,100.0,1,w10
289,Chemistry 14CL,at_least_c,100.0,1,w10
290,Chemistry 14CL,find_help,0.0,1,w10
291,Chemistry 14CL,manage_time,100.0,1,w10
292,Chemistry 14CL,own_words,100.0,1,w10
293,Chemistry 14CL,study_habits,100.0,1,w10
294,Chemistry 14CL,understand_study_strats,100.0,1,w10
295,Chemistry 14CL,workload,100.0,1,w10
296,Chemistry 14D,apply_math,81.13207547169812,318,w10
297,Chemistry 14D,asking_questions,67.29559748427673,318,w10
298,Chemistry 14D,at_least_c,91.82389937106919,318,w10
299,Chemistry 14D,find_help,79.24528301886792,318,w10
300,Chemistry 14D,manage_time,66.66666666666666,318,w10
301,Chemistry 14D,own_words,86.47798742138365,318,w10
302,Chemistry 14D,study_habits,73.58490566037736,318,w10
303,Chemistry 14D,understand_study_strats,89.937106918239,318,w10
304,Chemistry 14D,workload,67.29559748427673,318,w10
305,Chemistry 20A,apply_math,90.3954802259887,177,w10
306,Chemistry 20A,asking_questions,78.53107344632768,177,w10
307,Chemistry 20A,at_least_c,92.65536723163842,177,w10
308,Chemistry 20A,find_help,87.57062146892656,177,w10
309,Chemistry 20A,manage_time,80.7909604519774,177,w10
310,Chemistry 20A,own_words,88.70056497175142,177,w10
311,Chemistry 20A,study_habits,80.22598870056498,177,w10
312,Chemistry 20A,understand_study_strats,88.70056497175142,177,w10
313,Chemistry 20A,workload,84.7457627118644,177,w10
314,Chemistry 30A,apply_math,75.0,20,w10
315,Chemistry 30A,asking_questions,45.0,20,w10
316,Chemistry 30A,at_least_c,85.0,20,w10
317,Chemistry 30A,find_help,55.00000000000001,20,w10
318,Chemistry 30A,manage_time,75.0,20,w10
319,Chemistry 30A,own_words,85.0,20,w10
320,Chemistry 30A,study_habits,75.0,20,w10
321,Chemistry 30A,understand_study_strats,90.0,20,w10
322,Chemistry 30A,workload,65.0,20,w10
323,Chemistry 30AL,apply_math,75.0,4,w10
324,Chemistry 30AL,asking_questions,100.0,4,w10
325,Chemistry 30AL,at_least_c,100.0,4,w10
326,Chemistry 30AL,find_help,75.0,4,w10
327,Chemistry 30AL,manage_time,50.0,4,w10
328,Chemistry 30AL,own_words,100.0,4,w10
329,Chemistry 30AL,study_habits,100.0,4,w10
330,Chemistry 30AL,understand_study_strats,100.0,4,w10
331,Chemistry 30AL,workload,100.0,4,w10
332,Chemistry 30B,apply_math,81.77777777777779,225,w10
333,Chemistry 30B,asking_questions,69.77777777777779,225,w10
334,Chemistry 30B,at_least_c,89.77777777777777,225,w10
335,Chemistry 30B,find_help,88.44444444444444,225,w10
336,Chemistry 30B,manage_time,70.66666666666667,225,w10
337,Chemistry 30B,own_words,89.77777777777777,225,w10
338,Chemistry 30B,study_habits,72.44444444444444,225,w10
339,Chemistry 30B,understand_study_strats,90.66666666666666,225,w10
340,Chemistry 30B,workload,75.1111111111111,225,w10
341,Chemistry 30BL,apply_math,95.0,20,w10
342,Chemistry 30BL,asking_questions,85.0,20,w10
343,Chemistry 30BL,at_least_c,95.0,20,w10
344,Chemistry 30BL,find_help,85.0,20,w10
345,Chemistry 30BL,manage_time,75.0,20,w10
346,Chemistry 30BL,own_words,95.0,20,w10
347,Chemistry 30BL,study_habits,70.0,20,w10
348,Chemistry 30BL,understand_study_strats,95.0,20,w10
349,Chemistry 30BL,workload,65.0,20,w10
350,Chemistry 30CL,apply_math,71.42857142857143,7,w10
351,Chemistry 30CL,asking_questions,71.42857142857143,7,w10
352,Chemistry 30CL,at_least_c,100.0,7,w10
353,Chemistry 30CL,find_help,71.42857142857143,7,w10
354,Chemistry 30CL,manage_time,57.14285714285714,7,w10
355,Chemistry 30CL,own_words,71.42857142857143,7,w10
356,Chemistry 30CL,study_habits,57.14285714285714,7,w10
357,Chemistry 30CL,understand_study_strats,71.42857142857143,7,w10
358,Chemistry 30CL,workload,71.42857142857143,7,w10
359,Chemistry 14A,challenges_are_growth,91.96787148594377,249,w10
360,Chemistry 14A,confident,83.53413654618474,249,w10
361,Chemistry 14A,develop_intelligence,95.98393574297188,249,w10
362,Chemistry 14A,improve_skills,95.18072289156626,249,w10
363,Chemistry 14A,mistakes_are_learning,95.58232931726907,249,w10
364,Chemistry 14A,motivate,85.14056224899599,249,w10
365,Chemistry 14A,reflect,90.76305220883533,249,w10
366,Chemistry 14A,seek_help,86.74698795180723,249,w10
367,Chemistry 14A,unfamiliar,78.3132530120482,249,w10
368,Chemistry 14A,when_struggle_find_way,91.96787148594377,249,w10
369,Chemistry 14AE,challenges_are_growth,90.0,40,w10
370,Chemistry 14AE,confident,75.0,40,w10
371,Chemistry 14AE,develop_intelligence,92.5,40,w10
372,Chemistry 14AE,improve_skills,92.5,40,w10
373,Chemistry 14AE,mistakes_are_learning,87.5,40,w10
374,Chemistry 14AE,motivate,67.5,40,w10
375,Chemistry 14AE,reflect,77.5,40,w10
376,Chemistry 14AE,seek_help,80.0,40,w10
377,Chemistry 14AE,unfamiliar,57.49999999999999,40,w10
378,Chemistry 14AE,when_struggle_find_way,82.5,40,w10
379,Chemistry 14B,challenges_are_growth,76.92307692307693,52,w10
380,Chemistry 14B,confident,50.0,52,w10
381,Chemistry 14B,develop_intelligence,92.3076923076923,52,w10
382,Chemistry 14B,improve_skills,96.15384615384616,52,w10
383,Chemistry 14B,mistakes_are_learning,92.3076923076923,52,w10
384,Chemistry 14B,motivate,73.07692307692307,52,w10
385,Chemistry 14B,reflect,78.84615384615384,52,w10
386,Chemistry 14B,seek_help,59.61538461538461,52,w10
387,Chemistry 14B,unfamiliar,53.84615384615385,52,w10
388,Chemistry 14B,when_struggle_find_way,76.92307692307693,52,w10
389,Chemistry 14BL,challenges_are_growth,77.66323024054984,291,w10
390,Chemistry 14BL,confident,62.88659793814433,291,w10
391,Chemistry 14BL,develop_intelligence,87.2852233676976,291,w10
392,Chemistry 14BL,improve_skills,88.31615120274914,291,w10
393,Chemistry 14BL,mistakes_are_learning,86.5979381443299,291,w10
394,Chemistry 14BL,motivate,77.31958762886599,291,w10
395,Chemistry 14BL,reflect,81.44329896907216,291,w10
396,Chemistry 14BL,seek_help,73.8831615120275,291,w10
397,Chemistry 14BL,unfamiliar,58.075601374570454,291,w10
398,Chemistry 14BL,when_struggle_find_way,79.38144329896907,291,w10
399,Chemistry 14C,challenges_are_growth,100.0,1,w10
400,Chemistry 14C,confident,100.0,1,w10
401,Chemistry 14C,develop_intelligence,100.0,1,w10
402,Chemistry 14C,improve_skills,100.0,1,w10
403,Chemistry 14C,mistakes_are_learning,100.0,1,w10
404,Chemistry 14C,motivate,100.0,1,w10
405,Chemistry 14C,reflect,100.0,1,w10
406,Chemistry 14C,seek_help,100.0,1,w10
407,Chemistry 14C,unfamiliar,100.0,1,w10
408,Chemistry 14C,when_struggle_find_way,100.0,1,w10
409,Chemistry 14CL,challenges_are_growth,100.0,1,w10
410,Chemistry 14CL,confident,100.0,1,w10
411,Chemistry 14CL,develop_intelligence,100.0,1,w10
412,Chemistry 14CL,improve_skills,100.0,1,w10
413,Chemistry 14CL,mistakes_are_learning,100.0,1,w10
414,Chemistry 14CL,motivate,0.0,1,w10
415,Chemistry 14CL,reflect,100.0,1,w10
416,Chemistry 14CL,seek_help,100.0,1,w10
417,Chemistry 14CL,unfamiliar,100.0,1,w10
418,Chemistry 14CL,when_struggle_find_way,100.0,1,w10
419,Chemistry 14D,challenges_are_growth,83.33333333333334,270,w10
420,Chemistry 14D,confident,76.29629629629629,270,w10
421,Chemistry 14D,develop_intelligence,91.11111111111111,270,w10
422,Chemistry 14D,improve_skills,92.96296296296296,270,w10
423,Chemistry 14D,mistakes_are_learning,92.96296296296296,270,w10
424,Chemistry 14D,motivate,79.62962962962963,270,w10
425,Chemistry 14D,reflect,85.92592592592592,270,w10
426,Chemistry 14D,seek_help,71.85185185185186,270,w10
427,Chemistry 14D,unfamiliar,66.2962962962963,270,w10
428,Chemistry 14D,when_struggle_find_way,86.29629629629629,270,w10
429,Chemistry 20A,challenges_are_growth,90.60773480662984,181,w10
430,Chemistry 20A,confident,84.5303867403315,181,w10
431,Chemistry 20A,develop_intelligence,93.92265193370166,181,w10
432,Chemistry 20A,improve_skills,95.58011049723757,181,w10
433,Chemistry 20A,mistakes_are_learning,92.26519337016575,181,w10
434,Chemistry 20A,motivate,83.97790055248619,181,w10
435,Chemistry 20A,reflect,85.6353591160221,181,w10
436,Chemistry 20A,seek_help,88.39779005524862,181,w10
437,Chemistry 20A,unfamiliar,78.45303867403315,181,w10
438,Chemistry 20A,when_struggle_find_way,91.71270718232044,181,w10
439,Chemistry 30A,challenges_are_growth,80.0,20,w10
440,Chemistry 30A,confident,55.00000000000001,20,w10
441,Chemistry 30A,develop_intelligence,90.0,20,w10
442,Chemistry 30A,improve_skills,95.0,20,w10
443,Chemistry 30A,mistakes_are_learning,90.0,20,w10
444,Chemistry 30A,motivate,85.0,20,w10
445,Chemistry 30A,reflect,90.0,20,w10
446,Chemistry 30A,seek_help,70.0,20,w10
447,Chemistry 30A,unfamiliar,50.0,20,w10
448,Chemistry 30A,when_struggle_find_way,90.0,20,w10
449,Chemistry 30AL,challenges_are_growth,66.66666666666666,3,w10
450,Chemistry 30AL,confident,66.66666666666666,3,w10
451,Chemistry 30AL,develop_intelligence,66.66666666666666,3,w10
452,Chemistry 30AL,improve_skills,100.0,3,w10
453,Chemistry 30AL,mistakes_are_learning,100.0,3,w10
454,Chemistry 30AL,motivate,66.66666666666666,3,w10
455,Chemistry 30AL,reflect,33.33333333333333,3,w10
456,Chemistry 30AL,seek_help,66.66666666666666,3,w10
457,Chemistry 30AL,unfamiliar,33.33333333333333,3,w10
458,Chemistry 30AL,when_struggle_find_way,100.0,3,w10
459,Chemistry 30B,challenges_are_growth,90.04524886877829,221,w10
460,Chemistry 30B,confident,66.06334841628959,221,w10
461,Chemistry 30B,develop_intelligence,95.02262443438913,221,w10
462,Chemistry 30B,improve_skills,96.38009049773756,221,w10
463,Chemistry 30B,mistakes_are_learning,96.38009049773756,221,w10
464,Chemistry 30B,motivate,81.90045248868778,221,w10
465,Chemistry 30B,reflect,84.61538461538461,221,w10
466,Chemistry 30B,seek_help,83.2579185520362,221,w10
467,Chemistry 30B,unfamiliar,69.23076923076923,221,w10
468,Chemistry 30B,when_struggle_find_way,85.52036199095022,221,w10
469,Chemistry 30BL,challenges_are_growth,88.88888888888889,18,w10
470,Chemistry 30BL,confident,66.66666666666666,18,w10
471,Chemistry 30BL,develop_intelligence,94.44444444444444,18,w10
472,Chemistry 30BL,improve_skills,94.44444444444444,18,w10
473,Chemistry 30BL,mistakes_are_learning,88.88888888888889,18,w10
474,Chemistry 30BL,motivate,77.77777777777779,18,w10
475,Chemistry 30BL,reflect,77.77777777777779,18,w10
476,Chemistry 30BL,seek_help,88.88888888888889,18,w10
477,Chemistry 30BL,unfamiliar,77.77777777777779,18,w10
478,Chemistry 30BL,when_struggle_find_way,94.44444444444444,18,w10
479,Chemistry 30CL,challenges_are_growth,85.71428571428571,7,w10
